time,regions,market_segments,sales_channels,quantity,revenue
2020.06,Region F,Market Segment 3,Sales Channel 4,543584.936,2717924.68
2020.06,Region F,Market Segment 4,Sales Channel 1,9059748.933,36238995.73
2020.06,Region F,Market Segment 4,Sales Channel 2,5254654.381,26273271.91
2020.06,Region F,Market Segment 4,Sales Channel 3,3261509.616,16307548.08
2020.06,Region F,Market Segment 4,Sales Channel 4,543584.936,1630754.808
2020.06,Region G,Market Segment 1,Sales Channel 1,89409473.3,357637893.2
2020.06,Region G,Market Segment 1,Sales Channel 2,51857494.51,259287472.6
2020.06,Region G,Market Segment 1,Sales Channel 3,32187410.39,128749641.5
2020.06,Region G,Market Segment 1,Sales Channel 4,5364568.398,10729136.8
2020.06,Region G,Market Segment 2,Sales Channel 1,11176184.16,22352368.32
2020.06,Region G,Market Segment 2,Sales Channel 2,6482186.814,32410934.07
2020.06,Region G,Market Segment 2,Sales Channel 3,4023426.298,20117131.49
2020.06,Region G,Market Segment 2,Sales Channel 4,670571.0497,1341142.099
2020.06,Region G,Market Segment 3,Sales Channel 1,5588092.081,16764276.24
2020.06,Region G,Market Segment 3,Sales Channel 2,3241093.407,12964373.63
2020.06,Region G,Market Segment 3,Sales Channel 3,2011713.149,10058565.75
2020.06,Region G,Market Segment 3,Sales Channel 4,335285.5249,1341142.099
2020.06,Region G,Market Segment 4,Sales Channel 1,5588092.081,11176184.16
2020.06,Region G,Market Segment 4,Sales Channel 2,3241093.407,12964373.63
2020.06,Region G,Market Segment 4,Sales Channel 3,2011713.149,6035139.448
2020.06,Region G,Market Segment 4,Sales Channel 4,335285.5249,1341142.099
2020.06,Region H,Market Segment 1,Sales Channel 1,53904249.38,269521246.9
2020.06,Region H,Market Segment 1,Sales Channel 2,31264464.64,93793393.92
2020.06,Region H,Market Segment 1,Sales Channel 3,19405529.78,97027648.88
2020.06,Region H,Market Segment 1,Sales Channel 4,3234254.963,12937019.85
2020.06,Region H,Market Segment 2,Sales Channel 1,6738031.172,20214093.52
2020.06,Region H,Market Segment 2,Sales Channel 2,3908058.08,19540290.4
2020.06,Region H,Market Segment 2,Sales Channel 3,2425691.222,7277073.666
2020.06,Region H,Market Segment 2,Sales Channel 4,404281.8703,808563.7407
2020.06,Region H,Market Segment 3,Sales Channel 1,3369015.586,10107046.76
2020.06,Region H,Market Segment 3,Sales Channel 2,1954029.04,9770145.2
2020.06,Region H,Market Segment 3,Sales Channel 3,1212845.611,2425691.222
2020.06,Region H,Market Segment 3,Sales Channel 4,202140.9352,1010704.676
2020.06,Region H,Market Segment 4,Sales Channel 1,3369015.586,6738031.172
2020.06,Region H,Market Segment 4,Sales Channel 2,1954029.04,3908058.08
2020.06,Region H,Market Segment 4,Sales Channel 3,1212845.611,3638536.833
2020.06,Region H,Market Segment 4,Sales Channel 4,202140.9352,808563.7407
2020.06,Region I,Market Segment 1,Sales Channel 1,120300790.4,481203161.7
2020.06,Region I,Market Segment 1,Sales Channel 2,69774458.45,139548916.9
2020.06,Region I,Market Segment 1,Sales Channel 3,43308284.55,216541422.8
2020.06,Region I,Market Segment 1,Sales Channel 4,7218047.426,14436094.85
2020.06,Region I,Market Segment 2,Sales Channel 1,15037598.8,75187994.02
2020.06,Region I,Market Segment 2,Sales Channel 2,8721807.306,26165421.92
2020.06,Region I,Market Segment 2,Sales Channel 3,5413535.569,10827071.14
2020.06,Region I,Market Segment 2,Sales Channel 4,902255.9282,1804511.856
2020.06,Region I,Market Segment 3,Sales Channel 1,7518799.402,15037598.8
2020.06,Region I,Market Segment 3,Sales Channel 2,4360903.653,21804518.26
2020.06,Region I,Market Segment 3,Sales Channel 3,2706767.785,10827071.14
2020.06,Region I,Market Segment 3,Sales Channel 4,451127.9641,1353383.892
2020.06,Region I,Market Segment 4,Sales Channel 1,7518799.402,22556398.2
2020.06,Region I,Market Segment 4,Sales Channel 2,4360903.653,13082710.96
2020.06,Region I,Market Segment 4,Sales Channel 3,2706767.785,5413535.569
2020.06,Region I,Market Segment 4,Sales Channel 4,451127.9641,2255639.82
2020.07,Region A,Market Segment 1,Sales Channel 1,122088621.7,488354486.9
2020.07,Region A,Market Segment 1,Sales Channel 2,70811400.6,212434201.8
2020.07,Region A,Market Segment 1,Sales Channel 3,43951903.82,175807615.3
2020.07,Region A,Market Segment 1,Sales Channel 4,7325317.303,29301269.21
2020.07,Region A,Market Segment 2,Sales Channel 1,15261077.71,76305388.57
2020.07,Region A,Market Segment 2,Sales Channel 2,8851425.075,35405700.3
2020.07,Region A,Market Segment 2,Sales Channel 3,5493987.977,10987975.95
2020.07,Region A,Market Segment 2,Sales Channel 4,915664.6629,4578323.314
2020.07,Region A,Market Segment 3,Sales Channel 1,7630538.857,30522155.43
2020.07,Region A,Market Segment 3,Sales Channel 2,4425712.537,8851425.075
2020.07,Region A,Market Segment 3,Sales Channel 3,2746993.989,13734969.94
2020.07,Region A,Market Segment 3,Sales Channel 4,457832.3314,2289161.657
2020.07,Region A,Market Segment 4,Sales Channel 1,7630538.857,38152694.29
2020.07,Region A,Market Segment 4,Sales Channel 2,4425712.537,22128562.69
2020.07,Region A,Market Segment 4,Sales Channel 3,2746993.989,10987975.95
2020.07,Region A,Market Segment 4,Sales Channel 4,457832.3314,2289161.657
2020.07,Region B,Market Segment 1,Sales Channel 1,53719990.61,214879962.5
2020.07,Region B,Market Segment 1,Sales Channel 2,31157594.56,124630378.2
2020.07,Region B,Market Segment 1,Sales Channel 3,19339196.62,58017589.86
2020.07,Region B,Market Segment 1,Sales Channel 4,3223199.437,9669598.31
2020.07,Region B,Market Segment 2,Sales Channel 1,6714998.827,26859995.31
2020.07,Region B,Market Segment 2,Sales Channel 2,3894699.319,15578797.28
2020.07,Region B,Market Segment 2,Sales Channel 3,2417399.578,12086997.89
2020.07,Region B,Market Segment 2,Sales Channel 4,402899.9296,1208699.789
2020.07,Region B,Market Segment 3,Sales Channel 1,3357499.413,10072498.24
2020.07,Region B,Market Segment 3,Sales Channel 2,1947349.66,7789398.639
2020.07,Region B,Market Segment 3,Sales Channel 3,1208699.789,6043498.944
2020.07,Region B,Market Segment 3,Sales Channel 4,201449.9648,805799.8592
2020.07,Region B,Market Segment 4,Sales Channel 1,3357499.413,10072498.24
2020.07,Region B,Market Segment 4,Sales Channel 2,1947349.66,3894699.319
2020.07,Region B,Market Segment 4,Sales Channel 3,1208699.789,3626099.366
2020.07,Region B,Market Segment 4,Sales Channel 4,201449.9648,402899.9296
2020.07,Region C,Market Segment 1,Sales Channel 1,105699005.1,422796020.4
2020.07,Region C,Market Segment 1,Sales Channel 2,61305422.96,306527114.8
2020.07,Region C,Market Segment 1,Sales Channel 3,38051641.84,190258209.2
2020.07,Region C,Market Segment 1,Sales Channel 4,6341940.307,25367761.23
2020.07,Region C,Market Segment 2,Sales Channel 1,13212375.64,26424751.28
2020.07,Region C,Market Segment 2,Sales Channel 2,7663177.871,22989533.61
2020.07,Region C,Market Segment 2,Sales Channel 3,4756455.23,19025820.92
2020.07,Region C,Market Segment 2,Sales Channel 4,792742.5383,3170970.153
2020.07,Region C,Market Segment 3,Sales Channel 1,6606187.819,13212375.64
2020.07,Region C,Market Segment 3,Sales Channel 2,3831588.935,7663177.871
2020.07,Region C,Market Segment 3,Sales Channel 3,2378227.615,4756455.23
2020.07,Region C,Market Segment 3,Sales Channel 4,396371.2692,1585485.077
2020.07,Region C,Market Segment 4,Sales Channel 1,6606187.819,33030939.1
2020.07,Region C,Market Segment 4,Sales Channel 2,3831588.935,11494766.81
2020.07,Region C,Market Segment 4,Sales Channel 3,2378227.615,4756455.23
2020.07,Region C,Market Segment 4,Sales Channel 4,396371.2692,792742.5383
2020.07,Region D,Market Segment 1,Sales Channel 1,37459800.66,187299003.3
2020.07,Region D,Market Segment 1,Sales Channel 2,21726684.38,108633421.9
2020.07,Region D,Market Segment 1,Sales Channel 3,13485528.24,26971056.48
2020.07,Region D,Market Segment 1,Sales Channel 4,2247588.04,8990352.159
2020.07,Region D,Market Segment 2,Sales Channel 1,4682475.083,18729900.33
2020.07,Region D,Market Segment 2,Sales Channel 2,2715835.548,8147506.644
2020.07,Region D,Market Segment 2,Sales Channel 3,1685691.03,8428455.149
2020.07,Region D,Market Segment 2,Sales Channel 4,280948.505,842845.5149
2020.07,Region D,Market Segment 3,Sales Channel 1,2341237.541,9364950.166
2020.07,Region D,Market Segment 3,Sales Channel 2,1357917.774,5431671.096
2020.07,Region D,Market Segment 3,Sales Channel 3,842845.5149,2528536.545
2020.07,Region D,Market Segment 3,Sales Channel 4,140474.2525,280948.505
2020.07,Region D,Market Segment 4,Sales Channel 1,2341237.541,9364950.166
2020.07,Region D,Market Segment 4,Sales Channel 2,1357917.774,4073753.322
2020.07,Region D,Market Segment 4,Sales Channel 3,842845.5149,1685691.03
2020.07,Region D,Market Segment 4,Sales Channel 4,140474.2525,561897.0099
2020.07,Region E,Market Segment 1,Sales Channel 1,48013138.58,240065692.9
2020.07,Region E,Market Segment 1,Sales Channel 2,27847620.38,55695240.75
2020.07,Region E,Market Segment 1,Sales Channel 3,17284729.89,69138919.56
2020.07,Region E,Market Segment 1,Sales Channel 4,2880788.315,8642364.945
2020.07,Region E,Market Segment 2,Sales Channel 1,6001642.323,30008211.61
2020.07,Region E,Market Segment 2,Sales Channel 2,3480952.547,17404762.74
2020.07,Region E,Market Segment 2,Sales Channel 3,2160591.236,4321182.472
2020.07,Region E,Market Segment 2,Sales Channel 4,360098.5394,1080295.618
2020.07,Region E,Market Segment 3,Sales Channel 1,3000821.161,15004105.81
2020.07,Region E,Market Segment 3,Sales Channel 2,1740476.274,8702381.368
2020.07,Region E,Market Segment 3,Sales Channel 3,1080295.618,2160591.236
2020.07,Region E,Market Segment 3,Sales Channel 4,180049.2697,540147.809
2020.07,Region E,Market Segment 4,Sales Channel 1,3000821.161,12003284.65
2020.07,Region E,Market Segment 4,Sales Channel 2,1740476.274,8702381.368
2020.07,Region E,Market Segment 4,Sales Channel 3,1080295.618,4321182.472
2020.07,Region E,Market Segment 4,Sales Channel 4,180049.2697,540147.809
2020.07,Region F,Market Segment 1,Sales Channel 1,160945268.8,482835806.5
2020.07,Region F,Market Segment 1,Sales Channel 2,93348255.92,466741279.6
2020.07,Region F,Market Segment 1,Sales Channel 3,57940296.78,173820890.3
2020.07,Region F,Market Segment 1,Sales Channel 4,9656716.13,48283580.65
2020.07,Region F,Market Segment 2,Sales Channel 1,20118158.6,60354475.81
2020.07,Region F,Market Segment 2,Sales Channel 2,11668531.99,58342659.95
2020.07,Region F,Market Segment 2,Sales Channel 3,7242537.097,21727611.29
2020.07,Region F,Market Segment 2,Sales Channel 4,1207089.516,6035447.581
2020.07,Region F,Market Segment 3,Sales Channel 1,10059079.3,50295396.51
2020.07,Region F,Market Segment 3,Sales Channel 2,5834265.995,29171329.97
2020.07,Region F,Market Segment 3,Sales Channel 3,3621268.549,18106342.74
2020.07,Region F,Market Segment 3,Sales Channel 4,603544.7581,1810634.274
2020.07,Region F,Market Segment 4,Sales Channel 1,10059079.3,40236317.21
2020.07,Region F,Market Segment 4,Sales Channel 2,5834265.995,17502797.98
2020.07,Region F,Market Segment 4,Sales Channel 3,3621268.549,7242537.097
2020.07,Region F,Market Segment 4,Sales Channel 4,603544.7581,3017723.79
2020.07,Region G,Market Segment 1,Sales Channel 1,99271733.56,397086934.2
2020.07,Region G,Market Segment 1,Sales Channel 2,57577605.46,172732816.4
2020.07,Region G,Market Segment 1,Sales Channel 3,35737824.08,107213472.2
2020.07,Region G,Market Segment 1,Sales Channel 4,5956304.013,23825216.05
2020.07,Region G,Market Segment 2,Sales Channel 1,12408966.69,62044833.47
2020.07,Region G,Market Segment 2,Sales Channel 2,7197200.683,21591602.05
2020.07,Region G,Market Segment 2,Sales Channel 3,4467228.01,8934456.02
2020.07,Region G,Market Segment 2,Sales Channel 4,744538.0017,3722690.008
2020.07,Region G,Market Segment 3,Sales Channel 1,6204483.347,24817933.39
2020.07,Region G,Market Segment 3,Sales Channel 2,3598600.341,14394401.37
2020.07,Region G,Market Segment 3,Sales Channel 3,2233614.005,6700842.015
2020.07,Region G,Market Segment 3,Sales Channel 4,372269.0008,1116807.003
2020.07,Region G,Market Segment 4,Sales Channel 1,6204483.347,31022416.74
2020.07,Region G,Market Segment 4,Sales Channel 2,3598600.341,10795801.02
2020.07,Region G,Market Segment 4,Sales Channel 3,2233614.005,6700842.015
2020.07,Region G,Market Segment 4,Sales Channel 4,372269.0008,1861345.004
2020.07,Region H,Market Segment 1,Sales Channel 1,59850126.44,239400505.8
2020.07,Region H,Market Segment 1,Sales Channel 2,34713073.34,138852293.3
2020.07,Region H,Market Segment 1,Sales Channel 3,21546045.52,107730227.6
2020.07,Region H,Market Segment 1,Sales Channel 4,3591007.586,7182015.173
2020.07,Region H,Market Segment 2,Sales Channel 1,7481265.805,29925063.22
2020.07,Region H,Market Segment 2,Sales Channel 2,4339134.167,17356536.67
2020.07,Region H,Market Segment 2,Sales Channel 3,2693255.69,13466278.45
2020.07,Region H,Market Segment 2,Sales Channel 4,448875.9483,897751.8966
2020.07,Region H,Market Segment 3,Sales Channel 1,3740632.903,11221898.71
2020.07,Region H,Market Segment 3,Sales Channel 2,2169567.083,6508701.25
2020.07,Region H,Market Segment 3,Sales Channel 3,1346627.845,4039883.535
2020.07,Region H,Market Segment 3,Sales Channel 4,224437.9742,1122189.871
2020.07,Region H,Market Segment 4,Sales Channel 1,3740632.903,11221898.71
2020.07,Region H,Market Segment 4,Sales Channel 2,2169567.083,6508701.25
2020.07,Region H,Market Segment 4,Sales Channel 3,1346627.845,5386511.38
2020.07,Region H,Market Segment 4,Sales Channel 4,224437.9742,897751.8966
2020.07,Region I,Market Segment 1,Sales Channel 1,133570499.6,534281998.3
2020.07,Region I,Market Segment 1,Sales Channel 2,77470889.75,387354448.7
2020.07,Region I,Market Segment 1,Sales Channel 3,48085379.84,192341519.4
2020.07,Region I,Market Segment 1,Sales Channel 4,8014229.974,40071149.87
2020.07,Region I,Market Segment 2,Sales Channel 1,16696312.45,33392624.89
2020.07,Region I,Market Segment 2,Sales Channel 2,9683861.218,19367722.44
2020.07,Region I,Market Segment 2,Sales Channel 3,6010672.48,24042689.92
2020.07,Region I,Market Segment 2,Sales Channel 4,1001778.747,3005336.24
2020.07,Region I,Market Segment 3,Sales Channel 1,8348156.223,25044468.67
2020.07,Region I,Market Segment 3,Sales Channel 2,4841930.609,19367722.44
2020.07,Region I,Market Segment 3,Sales Channel 3,3005336.24,9016008.72
2020.07,Region I,Market Segment 3,Sales Channel 4,500889.3734,1001778.747
2020.07,Region I,Market Segment 4,Sales Channel 1,8348156.223,33392624.89
2020.07,Region I,Market Segment 4,Sales Channel 2,4841930.609,9683861.218
2020.07,Region I,Market Segment 4,Sales Channel 3,3005336.24,12021344.96
2020.07,Region I,Market Segment 4,Sales Channel 4,500889.3734,1502668.12
2020.08,Region A,Market Segment 1,Sales Channel 1,117630837.7,588154188.3
2020.08,Region A,Market Segment 1,Sales Channel 2,68225885.85,204677657.5
2020.08,Region A,Market Segment 1,Sales Channel 3,42347101.56,169388406.2
2020.08,Region A,Market Segment 1,Sales Channel 4,7057850.26,21173550.78
2020.08,Region A,Market Segment 2,Sales Channel 1,14703854.71,44111564.12
2020.08,Region A,Market Segment 2,Sales Channel 2,8528235.731,34112942.92
2020.08,Region A,Market Segment 2,Sales Channel 3,5293387.695,15880163.08
2020.08,Region A,Market Segment 2,Sales Channel 4,882231.2825,1764462.565
2020.08,Region A,Market Segment 3,Sales Channel 1,7351927.354,22055782.06
2020.08,Region A,Market Segment 3,Sales Channel 2,4264117.865,17056471.46
2020.08,Region A,Market Segment 3,Sales Channel 3,2646693.847,10586775.39
2020.08,Region A,Market Segment 3,Sales Channel 4,441115.6412,1764462.565
2020.08,Region A,Market Segment 4,Sales Channel 1,7351927.354,14703854.71
2020.08,Region A,Market Segment 4,Sales Channel 2,4264117.865,21320589.33
2020.08,Region A,Market Segment 4,Sales Channel 3,2646693.847,10586775.39
2020.08,Region A,Market Segment 4,Sales Channel 4,441115.6412,1764462.565
2020.08,Region B,Market Segment 1,Sales Channel 1,51758529.22,103517058.4
2020.08,Region B,Market Segment 1,Sales Channel 2,30019946.95,90059840.85
2020.08,Region B,Market Segment 1,Sales Channel 3,18633070.52,74532282.08
2020.08,Region B,Market Segment 1,Sales Channel 4,3105511.753,12422047.01
2020.08,Region B,Market Segment 2,Sales Channel 1,6469816.153,12939632.31
2020.08,Region B,Market Segment 2,Sales Channel 2,3752493.369,15009973.47
2020.08,Region B,Market Segment 2,Sales Channel 3,2329133.815,6987401.445
2020.08,Region B,Market Segment 2,Sales Channel 4,388188.9692,1164566.908
2020.08,Region B,Market Segment 3,Sales Channel 1,3234908.076,9704724.229
2020.08,Region B,Market Segment 3,Sales Channel 2,1876246.684,3752493.369
2020.08,Region B,Market Segment 3,Sales Channel 3,1164566.908,3493700.723
2020.08,Region B,Market Segment 3,Sales Channel 4,194094.4846,388188.9692
2020.08,Region B,Market Segment 4,Sales Channel 1,3234908.076,12939632.31
2020.08,Region B,Market Segment 4,Sales Channel 2,1876246.684,3752493.369
2020.08,Region B,Market Segment 4,Sales Channel 3,1164566.908,4658267.63
2020.08,Region B,Market Segment 4,Sales Channel 4,194094.4846,776377.9384
2020.08,Region C,Market Segment 1,Sales Channel 1,101839650.1,305518950.2
2020.08,Region C,Market Segment 1,Sales Channel 2,59066997.03,236267988.1
2020.08,Region C,Market Segment 1,Sales Channel 3,36662274.02,146649096.1
2020.08,Region C,Market Segment 1,Sales Channel 4,6110379.003,30551895.02
2020.08,Region C,Market Segment 2,Sales Channel 1,12729956.26,38189868.77
2020.08,Region C,Market Segment 2,Sales Channel 2,7383374.629,36916873.14
2020.08,Region C,Market Segment 2,Sales Channel 3,4582784.252,9165568.505
2020.08,Region C,Market Segment 2,Sales Channel 4,763797.3754,1527594.751
2020.08,Region C,Market Segment 3,Sales Channel 1,6364978.128,25459912.51
2020.08,Region C,Market Segment 3,Sales Channel 2,3691687.314,11075061.94
2020.08,Region C,Market Segment 3,Sales Channel 3,2291392.126,4582784.252
2020.08,Region C,Market Segment 3,Sales Channel 4,381898.6877,1145696.063
2020.08,Region C,Market Segment 4,Sales Channel 1,6364978.128,12729956.26
2020.08,Region C,Market Segment 4,Sales Channel 2,3691687.314,18458436.57
2020.08,Region C,Market Segment 4,Sales Channel 3,2291392.126,9165568.505
2020.08,Region C,Market Segment 4,Sales Channel 4,381898.6877,1145696.063
2020.08,Region D,Market Segment 1,Sales Channel 1,36092042.56,72184085.11
2020.08,Region D,Market Segment 1,Sales Channel 2,20933384.68,41866769.36
2020.08,Region D,Market Segment 1,Sales Channel 3,12993135.32,51972541.28
2020.08,Region D,Market Segment 1,Sales Channel 4,2165522.553,8662090.213
2020.08,Region D,Market Segment 2,Sales Channel 1,4511505.319,9023010.639
2020.08,Region D,Market Segment 2,Sales Channel 2,2616673.085,13083365.43
2020.08,Region D,Market Segment 2,Sales Channel 3,1624141.915,3248283.83
2020.08,Region D,Market Segment 2,Sales Channel 4,270690.3192,541380.6383
2020.08,Region D,Market Segment 3,Sales Channel 1,2255752.66,11278763.3
2020.08,Region D,Market Segment 3,Sales Channel 2,1308336.543,2616673.085
2020.08,Region D,Market Segment 3,Sales Channel 3,812070.9575,1624141.915
2020.08,Region D,Market Segment 3,Sales Channel 4,135345.1596,406035.4788
2020.08,Region D,Market Segment 4,Sales Channel 1,2255752.66,11278763.3
2020.08,Region D,Market Segment 4,Sales Channel 2,1308336.543,3925009.628
2020.08,Region D,Market Segment 4,Sales Channel 3,812070.9575,3248283.83
2020.08,Region D,Market Segment 4,Sales Channel 4,135345.1596,406035.4788
2020.08,Region E,Market Segment 1,Sales Channel 1,46260049.71,92520099.43
2020.08,Region E,Market Segment 1,Sales Channel 2,26830828.83,53661657.67
2020.08,Region E,Market Segment 1,Sales Channel 3,16653617.9,83268089.48
2020.08,Region E,Market Segment 1,Sales Channel 4,2775602.983,11102411.93
2020.08,Region E,Market Segment 2,Sales Channel 1,5782506.214,28912531.07
2020.08,Region E,Market Segment 2,Sales Channel 2,3353853.604,13415414.42
2020.08,Region E,Market Segment 2,Sales Channel 3,2081702.237,6245106.711
2020.08,Region E,Market Segment 2,Sales Channel 4,346950.3728,693900.7457
2020.08,Region E,Market Segment 3,Sales Channel 1,2891253.107,5782506.214
2020.08,Region E,Market Segment 3,Sales Channel 2,1676926.802,8384634.01
2020.08,Region E,Market Segment 3,Sales Channel 3,1040851.119,2081702.237
2020.08,Region E,Market Segment 3,Sales Channel 4,173475.1864,346950.3728
2020.08,Region E,Market Segment 4,Sales Channel 1,2891253.107,5782506.214
2020.08,Region E,Market Segment 4,Sales Channel 2,1676926.802,5030780.406
2020.08,Region E,Market Segment 4,Sales Channel 3,1040851.119,3122553.356
2020.08,Region E,Market Segment 4,Sales Channel 4,173475.1864,520425.5593
2020.08,Region F,Market Segment 1,Sales Channel 1,155068724,465206172.1
2020.08,Region F,Market Segment 1,Sales Channel 2,89939859.94,179879719.9
2020.08,Region F,Market Segment 1,Sales Channel 3,55824740.65,223298962.6
2020.08,Region F,Market Segment 1,Sales Channel 4,9304123.442,27912370.33
2020.08,Region F,Market Segment 2,Sales Channel 1,19383590.51,58150771.52
2020.08,Region F,Market Segment 2,Sales Channel 2,11242482.49,22484964.99
2020.08,Region F,Market Segment 2,Sales Channel 3,6978092.582,20934277.75
2020.08,Region F,Market Segment 2,Sales Channel 4,1163015.43,3489046.291
2020.08,Region F,Market Segment 3,Sales Channel 1,9691795.253,48458976.26
2020.08,Region F,Market Segment 3,Sales Channel 2,5621241.246,16863723.74
2020.08,Region F,Market Segment 3,Sales Channel 3,3489046.291,10467138.87
2020.08,Region F,Market Segment 3,Sales Channel 4,581507.7152,1744523.145
2020.08,Region F,Market Segment 4,Sales Channel 1,9691795.253,38767181.01
2020.08,Region F,Market Segment 4,Sales Channel 2,5621241.246,22484964.99
2020.08,Region F,Market Segment 4,Sales Channel 3,3489046.291,10467138.87
2020.08,Region F,Market Segment 4,Sales Channel 4,581507.7152,2907538.576
2020.08,Region G,Market Segment 1,Sales Channel 1,95647055.48,382588221.9
2020.08,Region G,Market Segment 1,Sales Channel 2,55475292.18,277376460.9
2020.08,Region G,Market Segment 1,Sales Channel 3,34432939.97,172164699.9
2020.08,Region G,Market Segment 1,Sales Channel 4,5738823.329,11477646.66
2020.08,Region G,Market Segment 2,Sales Channel 1,11955881.93,35867645.8
2020.08,Region G,Market Segment 2,Sales Channel 2,6934411.522,13868823.04
2020.08,Region G,Market Segment 2,Sales Channel 3,4304117.496,12912352.49
2020.08,Region G,Market Segment 2,Sales Channel 4,717352.9161,2152058.748
2020.08,Region G,Market Segment 3,Sales Channel 1,5977940.967,17933822.9
2020.08,Region G,Market Segment 3,Sales Channel 2,3467205.761,6934411.522
2020.08,Region G,Market Segment 3,Sales Channel 3,2152058.748,10760293.74
2020.08,Region G,Market Segment 3,Sales Channel 4,358676.458,1793382.29
2020.08,Region G,Market Segment 4,Sales Channel 1,5977940.967,23911763.87
2020.08,Region G,Market Segment 4,Sales Channel 2,3467205.761,17336028.81
2020.08,Region G,Market Segment 4,Sales Channel 3,2152058.748,6456176.245
2020.08,Region G,Market Segment 4,Sales Channel 4,358676.458,1434705.832
2020.08,Region H,Market Segment 1,Sales Channel 1,57664837.3,230659349.2
2020.08,Region H,Market Segment 1,Sales Channel 2,33445605.63,133782422.5
2020.08,Region H,Market Segment 1,Sales Channel 3,20759341.43,41518682.86
2020.08,Region H,Market Segment 1,Sales Channel 4,3459890.238,13839560.95
2020.08,Region H,Market Segment 2,Sales Channel 1,7208104.662,36040523.31
2020.08,Region H,Market Segment 2,Sales Channel 2,4180700.704,16722802.82
2020.08,Region H,Market Segment 2,Sales Channel 3,2594917.678,10379670.71
2020.08,Region H,Market Segment 2,Sales Channel 4,432486.2797,1297458.839
2020.08,Region H,Market Segment 3,Sales Channel 1,3604052.331,10812156.99
2020.08,Region H,Market Segment 3,Sales Channel 2,2090350.352,4180700.704
2020.08,Region H,Market Segment 3,Sales Channel 3,1297458.839,2594917.678
2020.08,Region H,Market Segment 3,Sales Channel 4,216243.1399,1081215.699
2020.08,Region H,Market Segment 4,Sales Channel 1,3604052.331,18020261.66
2020.08,Region H,Market Segment 4,Sales Channel 2,2090350.352,6271051.056
2020.08,Region H,Market Segment 4,Sales Channel 3,1297458.839,2594917.678
2020.08,Region H,Market Segment 4,Sales Channel 4,216243.1399,432486.2797
2020.08,Region I,Market Segment 1,Sales Channel 1,128693481.3,386080443.8
2020.08,Region I,Market Segment 1,Sales Channel 2,74642219.13,373211095.6
2020.08,Region I,Market Segment 1,Sales Channel 3,46329653.25,185318613
2020.08,Region I,Market Segment 1,Sales Channel 4,7721608.875,23164826.63
2020.08,Region I,Market Segment 2,Sales Channel 1,16086685.16,32173370.31
2020.08,Region I,Market Segment 2,Sales Channel 2,9330277.391,37321109.56
2020.08,Region I,Market Segment 2,Sales Channel 3,5791206.656,17373619.97
2020.08,Region I,Market Segment 2,Sales Channel 4,965201.1094,2895603.328
2020.08,Region I,Market Segment 3,Sales Channel 1,8043342.578,32173370.31
2020.08,Region I,Market Segment 3,Sales Channel 2,4665138.696,23325693.48
2020.08,Region I,Market Segment 3,Sales Channel 3,2895603.328,14478016.64
2020.08,Region I,Market Segment 3,Sales Channel 4,482600.5547,1930402.219
2020.08,Region I,Market Segment 4,Sales Channel 1,8043342.578,32173370.31
2020.08,Region I,Market Segment 4,Sales Channel 2,4665138.696,9330277.391
2020.08,Region I,Market Segment 4,Sales Channel 3,2895603.328,11582413.31
2020.08,Region I,Market Segment 4,Sales Channel 4,482600.5547,1930402.219
2020.09,Region A,Market Segment 1,Sales Channel 1,101770939.9,407083759.6
2020.09,Region A,Market Segment 1,Sales Channel 2,59027145.14,177081435.4
2020.09,Region A,Market Segment 1,Sales Channel 3,36637538.36,183187691.8
2020.09,Region A,Market Segment 1,Sales Channel 4,6106256.394,30531281.97
2020.09,Region A,Market Segment 2,Sales Channel 1,12721367.49,38164102.46
2020.09,Region A,Market Segment 2,Sales Channel 2,7378393.142,36891965.71
2020.09,Region A,Market Segment 2,Sales Channel 3,4579692.295,22898461.48
2020.09,Region A,Market Segment 2,Sales Channel 4,763282.0492,1526564.098
2020.09,Region A,Market Segment 3,Sales Channel 1,6360683.744,19082051.23
2020.09,Region A,Market Segment 3,Sales Channel 2,3689196.571,7378393.142
2020.09,Region A,Market Segment 3,Sales Channel 3,2289846.148,11449230.74
2020.09,Region A,Market Segment 3,Sales Channel 4,381641.0246,1908205.123
2020.09,Region A,Market Segment 4,Sales Channel 1,6360683.744,19082051.23
2020.09,Region A,Market Segment 4,Sales Channel 2,3689196.571,18445982.86
2020.09,Region A,Market Segment 4,Sales Channel 3,2289846.148,9159384.591
2020.09,Region A,Market Segment 4,Sales Channel 4,381641.0246,1526564.098
2020.09,Region B,Market Segment 1,Sales Channel 1,44780044.68,89560089.37
2020.09,Region B,Market Segment 1,Sales Channel 2,25972425.92,103889703.7
2020.09,Region B,Market Segment 1,Sales Channel 3,16120816.09,48362448.26
2020.09,Region B,Market Segment 1,Sales Channel 4,2686802.681,10747210.72
2020.09,Region B,Market Segment 2,Sales Channel 1,5597505.585,27987527.93
2020.09,Region B,Market Segment 2,Sales Channel 2,3246553.24,9739659.719
2020.09,Region B,Market Segment 2,Sales Channel 3,2015102.011,4030204.022
2020.09,Region B,Market Segment 2,Sales Channel 4,335850.3351,1343401.341
2020.09,Region B,Market Segment 3,Sales Channel 1,2798752.793,8396258.378
2020.09,Region B,Market Segment 3,Sales Channel 2,1623276.62,3246553.24
2020.09,Region B,Market Segment 3,Sales Channel 3,1007551.005,3022653.016
