Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2509,52.5
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,353,52.5
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1656,52.6
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,751,52.6
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3557,52.6
2015,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1734,52.6
2008,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2394,52.6
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,581,52.6
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3147,52.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1567,52.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1556,52.7
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3658,52.7
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3551,52.7
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3011,52.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Idaho,725,52.7
2005,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,511,52.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3540,52.7
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,3831,52.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3264,52.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1626,52.8
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3935,52.8
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6580,52.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3067,52.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172,52.8
2001,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2727,52.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6501,52.8
2003,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8261,52.8
2002,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,243,52.8
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,572,52.8
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,258,52.8
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,791,52.9
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3798,52.9
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,637,52.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1522,52.9
1999,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,848,52.9
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3503,52.9
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3185,52.9
2009,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1694,52.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3347,52.9
2001,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,633,52.9
2001,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,490,52.9
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,308,52.9
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1848,53.0
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,768,53.0
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2403,53.0
2008,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3356,53.1
2003,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3216,53.1
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,649,53.1
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3513,53.1
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,830,53.2
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3904,53.2
2004,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2718,53.2
2006,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4572,53.2
2005,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1151,53.2
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,548,53.2
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,524,53.2
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2364,53.2
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,579,53.3
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1244,53.3
2003,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,936,53.3
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6928,53.3
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1922,53.3
1999,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,297,53.3
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,340,53.3
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2315,53.3
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3485,53.3
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,505,53.4
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2272,53.4
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,452,53.4
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1773,53.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3889,53.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3050,53.6
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,1025,53.6
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,517,53.6
2009,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2675,53.6
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3156,53.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3675,53.7
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,1004,53.7
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,299,53.7
2000,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2648,53.8
2010,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1741,53.8
2006,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2291,53.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2542,53.8
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,802,53.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1836,53.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1787,53.9
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1985,53.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Idaho,718,53.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2195,53.9
2003,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,253,53.9
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,495,53.9
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1931,54.0
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4029,54.0
2008,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2079,54.0
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2506,54.0
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2737,54.0
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,626,54.1
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,717,54.1
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1617,54.1
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1482,54.1
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,368,54.1
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,332,54.1
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,4010,54.2
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2770,54.2
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2733,54.2
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3686,54.2
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1755,54.3
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3307,54.3
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,800,54.4
1999,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2600,54.4
2008,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1722,54.4
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2662,54.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2081,54.5
2002,Cerebrovascular diseases (I60-I69),Stroke,Maine,823,54.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5470,54.5
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1627,54.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4214,54.6
2004,Cerebrovascular diseases (I60-I69),Stroke,California,16882,54.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1030,54.6
2003,Cerebrovascular diseases (I60-I69),Stroke,United States,157689,54.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1729,54.7
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,604,54.7
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4318,54.7
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,3545,54.7
2001,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1825,54.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2734,54.7
2008,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1592,54.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1094,54.7
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3150,54.7
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2578,54.7
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,372,54.8
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3043,54.8
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3471,54.8
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,54.8
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2170,54.8
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1988,54.8
2004,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1178,54.8
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2260,54.8
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,518,54.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,12561,54.9
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,580,54.9
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,4239,54.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Alaska,178,54.9
2002,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,518,54.9
2000,Cerebrovascular diseases (I60-I69),Stroke,Vermont,343,54.9
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2409,54.9
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3539,54.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,343,55.0
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,379,55.0
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,1947,55.0
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1694,55.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Washington,3243,55.1
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2394,55.1
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,273,55.1
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3015,55.2
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2912,55.2
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1661,55.2
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,1980,55.2
2001,Cerebrovascular diseases (I60-I69),Stroke,Maine,822,55.2
2002,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1103,55.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Utah,876,55.2
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2379,55.2
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2270,55.2
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,325,55.2
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3794,55.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Idaho,712,55.3
2004,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3454,55.3
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,535,55.3
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2866,55.4
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4212,55.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6909,55.4
2001,Cerebrovascular diseases (I60-I69),Stroke,Nevada,913,55.4
2004,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,475,55.4
2002,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,469,55.4
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,321,55.4
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2755,55.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3962,55.5
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3745,55.5
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,272,55.5
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,3575,55.6
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2407,55.6
2004,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1225,55.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3854,55.6
2000,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,456,55.6
2002,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8579,55.6
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2372,55.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1692,55.6
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,524,55.6
2002,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1915,55.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,752,55.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1589,55.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2085,55.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2513,55.7
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,558,55.7
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1910,55.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,334,55.8
2000,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1091,55.8
2007,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2466,55.8
1999,Cerebrovascular diseases (I60-I69),Stroke,Vermont,344,55.8
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,578,55.9
2000,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2820,55.9
2007,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3450,55.9
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,294,55.9
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,969,55.9
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,6756,55.9
2002,Cerebrovascular diseases (I60-I69),Stroke,Alaska,158,56.0
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,326,56.0
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3352,56.0
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1571,56.0
2006,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1585,56.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3503,56.1
2003,Cerebrovascular diseases (I60-I69),Stroke,Montana,576,56.1
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2005,56.1
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3326,56.2
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1831,56.2
2007,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2126,56.2
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1712,56.2
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,317,56.2
2006,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1267,56.3
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,637,56.3
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,3279,56.4
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,146,56.4
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1257,56.4
2000,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,662,56.4
2001,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8619,56.4
2006,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3407,56.4
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,354,56.4
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1658,56.4
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,3873,56.4
2000,Cerebrovascular diseases (I60-I69),Stroke,Nevada,872,56.5
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,299,56.5
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,675,56.6
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2265,56.6
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1778,56.6
2002,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1228,56.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6910,56.6
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2039,56.6
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,295,56.7
2003,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,476,56.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3788,56.7
2001,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,56.7
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2466,56.8
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2422,56.8
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1685,56.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,609,56.8
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,995,56.8
2007,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2747,56.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Texas,9853,56.9
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,3625,57.0
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,327,57.0
2000,Cerebrovascular diseases (I60-I69),Stroke,Maine,833,57.0
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1924,57.1
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,381,57.1
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,368,57.1
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,1124,57.2
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,310,57.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1834,57.2
2005,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2289,57.2
2002,Cerebrovascular diseases (I60-I69),Stroke,United States,162672,57.2
2001,Cerebrovascular diseases (I60-I69),Stroke,Utah,870,57.2
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,2119,57.2
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,385,57.3
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2710,57.4
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3765,57.4
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2405,57.4
2003,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1758,57.5
2002,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2811,57.5
2001,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1130,57.5
1999,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8600,57.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,2192,57.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,291,57.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,278,57.6
2000,Cerebrovascular diseases (I60-I69),Stroke,Delaware,430,57.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3580,57.7
2002,Cerebrovascular diseases (I60-I69),Stroke,Nevada,976,57.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,623,57.7
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,1020,57.7
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,576,57.8
2006,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2740,57.8
2003,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1028,57.8
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1693,57.8
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4064,57.9
1999,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1236,57.9
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,270,57.9
2001,Cerebrovascular diseases (I60-I69),Stroke,Alaska,158,57.9
1999,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,669,57.9
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,388,57.9
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2446,57.9
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1724,57.9
2004,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2339,58.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2469,58.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1622,58.0
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,1894,58.1
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,3878,58.1
2001,Cerebrovascular diseases (I60-I69),Stroke,Montana,578,58.1
2001,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6891,58.1
2002,Cerebrovascular diseases (I60-I69),Stroke,Utah,903,58.1
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,289,58.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2863,58.2
2003,Cerebrovascular diseases (I60-I69),Stroke,California,17692,58.2
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,401,58.3
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,588,58.3
2007,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,1331,58.3
2002,Cerebrovascular diseases (I60-I69),Stroke,Illinois,7183,58.3
2000,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2187,58.3
2000,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,260,58.3
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,2621,58.3
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,4266,58.4
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,2391,58.4
2001,Cerebrovascular diseases (I60-I69),Stroke,United States,163538,58.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3479,58.4
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,311,58.5
2002,Cerebrovascular diseases (I60-I69),Stroke,Iowa,2226,58.5
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,1642,58.5
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1887,58.7
2000,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1907,58.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3627,58.7
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,366,58.7
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,302,58.7
